,NewDate
51043,20021222
197348,20080822
26110,20010717
278247,20110301
563324,20200817
375609,20140618
50091,20020325
563217,20200501
375475,20140410
26777,20010221
469676,20170519
562243,20200306
3336,20001229
408128,20151229
196635,20080831
26107,20010714
253487,20101220
309436,20121001
50881,20020713
26156,20010906
197181,20080228
97070,20041026
500619,20181009
143365,20060111
277596,20111222
470008,20171102
439006,20161124
225853,20090609
470058,20171214
3109,20000516
277586,20111217
408124,20151225
225221,20090722
439772,20161220
592417,20210624
26905,20010629
407339,20150726
375792,20140918
277382,20110805
167696,20070504
252393,20101026
168468,20070714
26911,20010705
168447,20070623
252428,20101130
253286,20100430
120579,20050826
376607,20141202
438742,20160710
197214,20080401
501262,20180724
341968,20131124
375828,20141006
469480,20170201
3177,20000723
562202,20200224
142728,20060327
50070,20020304
469436,20170109
531697,20190403
469693,20170528
375566,20140526
51040,20021219
341959,20131120
309489,20121212
142775,20060513
562176,20200218
592215,20210502
500618,20181008
252138,20100212
438592,20160424
376314,20140212
591945,20210111
562639,20200708
309913,20120211
50043,20020205
142769,20060507
167725,20070602
342783,20131023
501119,20180216
119850,20050827
531241,20191225
3200,20000815
143363,20060109
225295,20091004
119795,20050702
407924,20150527
50871,20020703
278338,20110630
469758,20170630
592189,20210425
408087,20151118
438474,20160220
277603,20111226
439570,20160512
142808,20060615
376306,20140204
563454,20201231
252150,20100224
168410,20070517
500603,20181001
342010,20131215
592607,20210624
253201,20100203
530580,20190123
591916,20210103
196668,20081003
197381,20080924
74750,20030322
500210,20180206
408041,20151003
563364,20200926
407872,20150405
3115,20000522
375599,20140613
119686,20050306
563290,20200714
3251,20001005
500454,20180718
120484,20050523
309481,20121208
119868,20050914
469803,20170723
531123,20191027
74710,20030201
500444,20180713
225941,20090905
342027,20131230
407363,20150819
225333,20091111
97059,20041015
196623,20080819
562642,20200709
97654,20040707
407025,20150206
278290,20110513
375671,20140719
196515,20080410
563238,20200522
375607,20140617
26997,20010929
142993,20061222
309312,20120127
438558,20160407
168327,20070223
277472,20111017
226024,20091129
439657,20160811
470549,20170413
168347,20070315
341663,20130607
592074,20210311
74925,20030923
120632,20051018
97820,20041230
277273,20110223
531638,20190203
27066,20011210
562428,20200427
470703,20170918
470674,20170819
531015,20190903
562368,20200412
500276,20180319
439719,20161027
562228,20200302
407492,20151226
376326,20140224
168426,20070602
277355,20110627
500677,20181111
50856,20020618
375521,20140503
375311,20140118
591967,20210126
376403,20140512
563129,20200201
470582,20170516
96965,20040707
51024,20021203
120481,20050520
531103,20191017
375452,20140329
469626,20170423
375455,20140331
530858,20190616
26742,20010117
530781,20190511
167661,20070330
3071,20000408
407476,20151210
252268,20100623
143695,20061215
252160,20100307
142734,20060402
592500,20210228
342742,20130912
562828,20200925
500707,20181130
225716,20090108
142819,20060626
375443,20140325
592010,20210213
407293,20150621
470021,20171109
562623,20200704
253447,20101018
563331,20200824
197197,20080315
500219,20180211
501216,20180608
143523,20060618
469840,20170810
253416,20100917
439050,20161218
563186,20200331
341933,20131107
375982,20141222
278476,20111119
407949,20150621
278359,20110721
438688,20160613
341456,20130130
375779,20140911
562586,20200619
438991,20161117
375948,20141205
500658,20181101
252218,20100504
143491,20060517
97677,20040730
531042,20190916
470520,20170315
439618,20160629
438535,20160327
592377,20210614
592127,20210404
225303,20091012
500608,20181003
438744,20160711
375613,20140620
469594,20170330
562302,20200326
142720,20060319
225720,20090112
501204,20180527
26923,20010717
3234,20000918
562501,20200528
225959,20090923
50868,20020630
438935,20161020
197386,20080929
438875,20160919
196634,20080830
197229,20080425
501378,20181121
309325,20120203
310021,20120529
376414,20140523
142940,20061030
168561,20071105
342777,20131017
531662,20190227
469993,20171026
407217,20150513
225817,20090428
407873,20150406
375528,20140506
120404,20050304
96842,20040209
407903,20150506
120459,20050428
530854,20190614
97758,20041029
407976,20150721
120628,20051014
97050,20041006
196672,20081007
562818,20200920
500450,20180716
375791,20140917
74846,20030704
563306,20200730
120425,20050325
50079,20020313
342840,20131219
375397,20140302
196755,20081229
562992,20201128
309953,20120322
120593,20050909
530739,20190417
531230,20191219
27070,20011214
438407,20160107
375825,20141004
470532,20170327
530913,20190714
376429,20140607
592255,20210514
225963,20090927
406993,20150121
407491,20151225
341771,20130731
278395,20110826
97693,20040815
278429,20110929
142761,20060429
408119,20151220
438755,20160717
253399,20100831
500441,20180711
501415,20181228
439591,20160602
562231,20200303
407163,20150416
120643,20051029
341616,20130512
341901,20131004
375918,20141120
376351,20140321
3051,20000319
167660,20070329
277595,20111222
97658,20040711
167784,20070803
562358,20200409
470492,20170215
562333,20200403
252163,20100310
531642,20190207
197366,20080909
376465,20140713
562968,20201122
563003,20201201
563287,20200711
470638,20170711
253371,20100803
438900,20161002
252432,20101204
119781,20050617
562113,20200101
562181,20200219
562276,20200316
97779,20041119
277599,20111224
592538,20210407
50761,20020315
500261,20180311
469813,20170728
562314,20200329
119786,20050622
142766,20060504
168609,20071223
469976,20171017
142732,20060331
438929,20161017
562766,20200829
563070,20201224
407327,20150714
470709,20170924
74746,20030318
438720,20160629
252246,20100601
563421,20201126
407938,20150610
342008,20131214
143393,20060208
501304,20180904
500652,20181028
438430,20160119
375978,20141220
278498,20111211
120504,20050612
562573,20200615
253231,20100305
97679,20040801
253310,20100524
120639,20051025
408031,20150923
375392,20140227
470001,20171030
469888,20170903
342626,20130419
470656,20170801
341999,20131210
469671,20170516
408091,20151122
225357,20091205
74733,20030224
376563,20141019
562471,20200508
438851,20160907
277256,20110206
97092,20041117
168345,20070313
225124,20090406
563203,20200417
562919,20201110
562242,20200305
438783,20160802
469991,20171025
562359,20200409
592340,20210605
592197,20210427
562431,20200427
500282,20180322
196673,20081008
438497,20160308
97013,20040830
500362,20180528
562468,20200507
119715,20050412
119798,20050705
3068,20000405
142869,20060815
120629,20051015
376406,20140515
197143,20080120
531815,20190730
469839,20170810
375881,20141101
342614,20130223
342684,20130716
438659,20160530
562256,20200309
278286,20110509
438932,20161018
408049,20151011
341980,20131130
470757,20171127
341823,20130826
563114,20200117
531724,20190430
26748,20010123
252382,20101015
407405,20150930
26257,20011224
531939,20191203
407445,20151109
501341,20181011
278501,20111214
469717,20170610
407390,20150915
25992,20010307
278231,20110125
562949,20201117
342592,20130201
225718,20090110
253236,20100311
562396,20200419
375819,20141001
406980,20150115
500153,20180109
531811,20190726
375380,20140221
341911,20131009
531114,20191022
562456,20200504
27030,20011101
341888,20130927
531761,20190606
196707,20081111
407235,20150522
252329,20100823
143410,20060225
50897,20020729
119624,20050103
469565,20170316
143376,20060122
309918,20120216
407281,20150615
469674,20170518
27038,20011109
438448,20160128
309505,20121220
225856,20090612
439574,20160516
439659,20160813
376334,20140304
563301,20200725
375303,20140114
142939,20061029
119802,20050709
278264,20110319
341974,20131127
439014,20161128
562602,20200627
407034,20150211
277336,20110608
500337,20180509
341677,20130614
225154,20090506
531613,20190109
375811,20140927
439474,20160206
469819,20170731
309303,20120109
341700,20130625
97097,20041122
470054,20171212
3087,20000424
469935,20170927
531736,20190512
470036,20171124
562839,20200930
50704,20020117
96851,20040218
530963,20190808
74896,20030825
501199,20180522
470025,20171113
277417,20110909
376608,20141203
342655,20130617
563099,20200102
375332,20140128
96976,20040718
500516,20180818
469582,20170324
531026,20190908
225116,20090329
197457,20081209
500302,20180404
310052,20121216
438422,20160115
470634,20170707
375863,20141023
119766,20050602
225213,20090714
562558,20200612
51032,20021211
530582,20190124
500704,20181128
563142,20200214
253178,20100109
277540,20111120
50031,20020112
563257,20200610
501308,20180908
500561,20180909
120438,20050407
562263,20200311
375704,20140805
120688,20051213
342772,20131012
277464,20111013
376602,20141127
530756,20190428
96825,20040122
500265,20180313
342845,20131224
470764,20171204
167752,20070702
142714,20060313
342786,20131026
142726,20060325
143596,20060901
531814,20190729
439628,20160709
563055,20201219
97813,20041223
252425,20101127
3250,20001004
309504,20121219
407139,20150404
142832,20060709
562913,20201108
500477,20180729
563264,20200617
342573,20130113
376634,20141229
26816,20010401
225141,20090423
407402,20150927
438398,20160103
120538,20050716
591960,20210119
168411,20070518
563337,20200830
500741,20181230
439461,20160124
3284,20001107
500254,20180228
439000,20161121
143702,20061222
278262,20110317
469707,20170605
342004,20131212
438766,20160722
26186,20011009
530771,20190506
74719,20030210
469958,20171008
530838,20190606
438653,20160527
26909,20010703
225833,20090515
278383,20110814
375348,20140205
26917,20010711
26091,20010628
342000,20131210
253260,20100404
74785,20030429
74743,20030312
375814,20140929
74886,20030813
225841,20090523
531916,20191110
375622,20140625
563377,20201009
376410,20140519
501370,20181113
3046,20000314
119884,20050930
342682,20130714
143447,20060403
406964,20150107
196429,20080115
74762,20030403
278442,20111016
277496,20111029
375871,20141027
563046,20201216
143539,20060704
439608,20160619
196494,20080320
26765,20010209
530641,20190224
252318,20100812
120627,20051013
469611,20170408
407900,20150503
531846,20190901
143561,20060726
407909,20150512
563105,20200108
563382,20201014
97705,20040904
563213,20200427
500288,20180326
341454,20130129
3146,20000622
469714,20170608
225238,20090808
563241,20200525
97614,20040525
500218,20180210
562335,20200403
563269,20200622
592308,20210528
96847,20040214
375783,20140913
26036,20010504
438748,20160713
470478,20170201
142824,20060701
469601,20170403
562419,20200424
167751,20070701
252385,20101018
74767,20030408
562991,20201128
592262,20210516
96952,20040624
225138,20090420
439686,20160916
469501,20170212
97759,20041030
563265,20200618
563042,20201215
376375,20140414
27047,20011118
562725,20200814
500378,20180606
26786,20010302
531870,20190925
562904,20201102
253196,20100127
342598,20130207
530646,20190227
143663,20061113
375587,20140607
592194,20210426
310019,20120527
142990,20061219
439563,20160505
592368,20210612
225723,20090115
530942,20190728
562860,20201011
439561,20160503
252100,20100105
197425,20081107
562423,20200425
225753,20090216
500499,20180809
252306,20100731
469923,20170921
438664,20160601
375477,20140411
563268,20200621
309341,20120211
438958,20161031
562224,20200301
591996,20210209
143546,20060711
252447,20101219
439652,20160802
469726,20170614
342828,20131207
469548,20170307
562700,20200808
342729,20130830
592069,20210309
74686,20030108
27009,20011011
375860,20141022
26960,20010823
563207,20200421
168598,20071212
530795,20190518
408045,20151007
500463,20180722
196540,20080505
143520,20060615
74701,20030123
469700,20170531
592095,20210320
277474,20111018
501202,20180525
439665,20160826
530982,20190817
563420,20201125
277291,20110313
27053,20011124
142768,20060506
408078,20151109
50776,20020330
225270,20090909
530673,20190312
531717,20190423
309503,20121219
120594,20050910
225055,20090127
439454,20160117
439529,20160401
143501,20060527
143687,20061207
96943,20040615
470072,20171221
26801,20010317
563137,20200209
531806,20190721
50792,20020415
143409,20060224
278414,20110914
142804,20060611
562863,20201012
252132,20100206
407346,20150802
531688,20190325
197242,20080508
26929,20010723
439476,20160208
309362,20120407
51036,20021215
376479,20140727
439602,20160613
563100,20200103
500414,20180625
96821,20040118
407433,20151028
253372,20100804
407435,20151030
74913,20030911
342764,20131004
562116,20200102
50982,20021022
562425,20200426
168570,20071114
531865,20190920
97664,20040717
341644,20130528
439756,20161203
26065,20010602
562822,20200922
563004,20201201
592195,20210426
309486,20121210
342016,20131224
142952,20061111
375981,20141221
225301,20091010
167901,20071206
342020,20131226
530602,20190203
501213,20180605
592516,20210316
470059,20171215
119870,20050916
407424,20151019
438937,20161021
562962,20201121
278267,20110322
375910,20141116
375824,20141004
591924,20210105
438997,20161120
225082,20090223
119746,20050513
253457,20101028
530831,20190604
439062,20161224
470645,20170721
376379,20140418
439031,20161209
26901,20010625
592071,20210310
470749,20171113
120443,20050412
500443,20180712
438699,20160619
277575,20111208
310065,20121229
97729,20040928
375525,20140505
225208,20090709
253299,20100513
469498,20170210
562632,20200706
530924,20190719
563110,20200113
277444,20111003
375679,20140723
143495,20060521
592564,20210503
407422,20151017
253485,20101218
119674,20050222
530600,20190202
375589,20140608
469530,20170226
500338,20180510
97014,20040831
531119,20191025
563317,20200810
196731,20081205
591940,20210110
253269,20100413
563373,20201005
252377,20101010
74871,20030729
341482,20130305
439612,20160623
469635,20170428
197409,20081022
407442,20151106
562524,20200603
167813,20070901
252398,20101031
501256,20180718
501397,20181210
51010,20021119
563307,20200731
97009,20040826
342735,20130905
562462,20200506
406962,20150106
253475,20101115
168586,20071130
143521,20060616
438782,20160801
375812,20140928
407889,20150422
501307,20180907
167754,20070704
341562,20130415
51035,20021214
278279,20110403
592055,20210304
74813,20030527
562548,20200609
470518,20170313
26034,20010502
592556,20210425
252317,20100811
376360,20140330
530702,20190327
407073,20150302
277362,20110704
26211,20011103
342799,20131108
531227,20191218
562988,20201127
50147,20020520
74970,20031107
341987,20131204
469456,20170119
168578,20071122
3188,20000803
375464,20140404
119841,20050818
375432,20140319
167625,20070211
530844,20190609
375505,20140425
531249,20191228
469578,20170322
375937,20141129
563080,20201227
407913,20150516
341463,20130203
592209,20210501
531779,20190624
278362,20110724
375795,20140919
592050,20210302
563038,20201214
309435,20120930
592472,20210131
120420,20050320
375637,20140702
531234,20191221
74781,20030422
167689,20070427
252449,20101221
197473,20081225
592065,20210308
408067,20151029
26050,20010518
500720,20181216
167631,20070228
278390,20110821
407809,20150129
438586,20160421
342666,20130628
563191,20200405
500614,20181006
592196,20210427
501337,20181007
96813,20040110
407796,20150116
592131,20210406
530968,20190810
341872,20130919
341805,20130817
143586,20060822
120379,20050207
26915,20010709
406970,20150110
530803,20190522
143689,20061209
252345,20100908
375377,20140220
469440,20170111
26869,20010524
253492,20101225
407061,20150224
592286,20210522
500449,20180715
469679,20170521
342760,20130930
408104,20151205
119814,20050721
225190,20090621
252325,20100819
309467,20121201
562526,20200603
252251,20100606
341936,20131108
375542,20140514
562150,20200110
531625,20190121
27015,20011017
438462,20160208
500400,20180618
500567,20180913
375755,20140830
406991,20150120
197467,20081219
407167,20150418
501332,20181002
376378,20140417
253438,20101009
500640,20181020
342820,20131129
562732,20200816
438629,20160513
438593,20160425
225091,20090304
438421,20160114
375486,20140415
563052,20201218
167693,20070501
375550,20140518
96840,20040207
226051,20091226
469817,20170730
278251,20110305
26887,20010611
438502,20160310
96900,20040501
120352,20050111
530974,20190813
341532,20130331
501391,20181204
592166,20210419
143476,20060502
469788,20170715
531665,20190302
50996,20021105
143458,20060414
341411,20130108
375747,20140826
592173,20210420
375347,20140205
225879,20090705
375977,20141219
407310,20150630
225088,20090301
562730,20200816
500373,20180603
97579,20040420
375623,20140625
3268,20001022
252387,20101020
501376,20181119
408047,20151009
119721,20050418
531093,20191012
469800,20170721
469683,20170523
500580,20180919
277386,20110809
375627,20140627
563239,20200523
197234,20080430
278234,20110128
469539,20170303
342712,20130813
439606,20160617
74855,20030713
592603,20210620
500470,20180726
75014,20031221
27057,20011128
375903,20141112
592334,20210604
142822,20060629
341581,20130425
97115,20041221
501379,20181122
119765,20050601
592583,20210531
341664,20130607
592030,20210220
562838,20200930
531633,20190129
168290,20070117
26094,20010701
225956,20090920
439053,20161220
196472,20080227
500239,20180221
143616,20060921
226053,20091228
562323,20200331
168497,20070812
168286,20070113
407848,20150312
225255,20090825
531760,20190605
74742,20030311
531837,20190823
500676,20181110
407199,20150504
96877,20040315
253281,20100425
120391,20050219
119838,20050814
225802,20090409
562753,20200822
277573,20111207
375545,20140516
50698,20020107
143711,20061231
592271,20210518
278294,20110517
26179,20011002
168313,20070209
563134,20200206
375737,20140821
530747,20190422
592002,20210211
120403,20050303
439661,20160815
50889,20020721
562809,20200916
501281,20180812
197172,20080219
530622,20190214
309449,20121122
562885,20201024
562219,20200229
97078,20041103
592176,20210421
142787,20060525
407952,20150624
438804,20160812
500434,20180707
376370,20140409
531067,20190929
143382,20060128
167878,20071105
500739,20181229
50904,20020805
277412,20110904
562722,20200813
341412,20130108
501106,20180203
341515,20130323
500698,20181125
143683,20061203
225986,20091020
225194,20090625
26014,20010329
407840,20150304
341949,20131115
197170,20080217
563020,20201205
439660,20160814
469488,20170205
375907,20141114
3127,20000603
25994,20010309
407478,20151212
50938,20020908
143424,20060311
74716,20030207
470535,20170330
407971,20150713
375971,20141216
469485,20170204
27083,20011227
196607,20080803
469900,20170909
439051,20161219
168378,20070415
120699,20051224
74859,20030717
196432,20080118
278326,20110618
500241,20180222
253177,20100108
438511,20160315
120442,20050411
278490,20111203
167789,20070808
501130,20180227
531641,20190206
167744,20070621
439016,20161129
530768,20190504
142722,20060321
341422,20130113
408072,20151103
96852,20040219
3091,20000428
196706,20081110
197133,20080110
438983,20161113
407251,20150530
439754,20161201
438399,20160103
119714,20050411
167636,20070305
197326,20080731
142748,20060416
26880,20010604
341955,20131118
501224,20180616
469941,20170930
501166,20180406
342001,20131211
501288,20180819
119680,20050228
27086,20011230
342562,20130102
143395,20060210
225241,20090811
97653,20040706
375523,20140504
469770,20170706
96947,20040619
469835,20170808
470521,20170316
470612,20170615
501266,20180728
439767,20161214
196597,20080724
143553,20060718
592093,20210319
439705,20161005
225966,20090930
375440,20140323
592477,20210205
375507,20140426
119628,20050107
562697,20200806
253351,20100704
562978,20201125
120344,20050103
501171,20180415
375846,20141015
97727,20040926
341740,20130715
277323,20110414
531138,20191103
531250,20191228
167737,20070614
470712,20170927
591957,20210116
253349,20100702
197291,20080626
96980,20040722
375277,20140101
530871,20190623
26866,20010521
342780,20131020
469982,20171020
50964,20021004
469953,20171006
309334,20120207
562365,20200411
562232,20200303
196720,20081124
469810,20170726
3135,20000611
197449,20081201
407818,20150210
278480,20111123
341564,20130416
562315,20200329
500605,20181002
196545,20080510
531885,20191010
407414,20151009
438646,20160523
120706,20051231
278407,20110907
531089,20191010
500584,20180921
592375,20210614
531783,20190628
50770,20020324
500634,20181016
26812,20010328
530599,20190202
562491,20200515
469731,20170617
26189,20011012
278300,20110523
196644,20080909
196437,20080123
530867,20190621
342702,20130803
562517,20200601
3240,20000924
407378,20150903
531180,20191124
469621,20170421
341535,20130402
563176,20200321
225046,20090118
470007,20171102
225951,20090915
74830,20030618
50141,20020514
225130,20090412
501284,20180815
120559,20050806
375990,20141226
119843,20050820
27005,20011007
225759,20090222
277479,20111021
342699,20130731
143400,20060215
342618,20130227
438876,20160919
225111,20090324
375879,20141031
470462,20170116
197461,20081213
342827,20131206
562311,20200328
501208,20180531
562921,20201110
562127,20200105
342623,20130304
408043,20151005
26914,20010708
376543,20140929
438813,20160819
142958,20061117
252378,20101011
500504,20180812
277517,20111109
375300,20140112
531691,20190328
309395,20120424
225743,20090206
197405,20081018
562851,20201006
277488,20111025
26161,20010911
407295,20150622
119664,20050212
500451,20180716
470028,20171116
278314,20110606
277451,20111007
96863,20040301
563089,20201229
500224,20180213
469970,20171014
167658,20070327
120524,20050702
563094,20201230
143436,20060323
119817,20050724
469481,20170202
168417,20070524
119827,20050803
438827,20160826
168541,20070925
375562,20140524
341782,20130805
407243,20150526
530895,20190705
26172,20010922
342753,20130923
277521,20111111
376423,20140601
531065,20190928
439037,20161212
592489,20210217
563449,20201226
74848,20030706
438394,20160101
277348,20110620
309433,20120928
119835,20050811
563030,20201210
469538,20170302
375470,20140407
310017,20120525
563310,20200803
309993,20120501
342580,20130120
50909,20020810
197404,20081017
74685,20030107
375425,20140316
119712,20050409
470743,20171103
277280,20110302
120586,20050902
50757,20020311
341519,20130325
97680,20040802
143388,20060203
375694,20140731
375670,20140719
341649,20130531
96824,20040121
530828,20190603
278389,20110820
277396,20110819
407962,20150704
438441,20160124
500592,20180925
168608,20071222
407092,20150312
592316,20210530
277612,20111230
197174,20080221
438443,20160125
407321,20150708
500735,20181227
143603,20060908
51033,20021212
27071,20011215
470571,20170505
563031,20201210
562689,20200729
309958,20120327
438913,20161009
143532,20060627
252240,20100526
407896,20150429
277505,20111103
119849,20050826
407403,20150928
120649,20051104
74862,20030720
470690,20170905
407338,20150725
252127,20100201
407877,20150410
27079,20011223
562516,20200601
407271,20150610
3149,20000625
3277,20001031
253235,20100310
96880,20040318
74829,20030617
563285,20200709
563219,20200503
376323,20140221
252257,20100612
167740,20070617
341433,20130119
375984,20141223
197389,20081002
120463,20050502
563303,20200727
563095,20201230
562727,20200814
469760,20170701
167590,20070107
197430,20081112
500321,20180423
531046,20190918
438514,20160316
500234,20180218
50873,20020705
438681,20160610
142916,20061006
309493,20121214
438769,20160724
592562,20210501
277424,20110916
376434,20140612
225719,20090111
531774,20190619
119699,20050327
74890,20030819
592322,20210531
226045,20091220
562821,20200921
342605,20130214
470459,20170113
253385,20100817
530881,20190628
142815,20060622
592146,20210411
168552,20071006
531012,20190901
407093,20150312
97610,20040521
341445,20130125
225188,20090619
375974,20141218
341813,20130821
501140,20180309
592230,20210508
278320,20110612
531918,20191112
26263,20011230
469821,20170801
143605,20060910
469794,20170718
341985,20131203
530616,20190211
96820,20040117
143510,20060605
225758,20090221
562552,20200610
438538,20160328
375543,20140515
375722,20140814
119916,20051101
439491,20160223
196708,20081112
500493,20180806
531144,20191106
309337,20120209
501149,20180318
341876,20130921
501156,20180325
253267,20100411
375714,20140810
143544,20060709
375817,20140930
591927,20210106
342778,20131018
252400,20101102
531800,20190715
341478,20130303
143543,20060708
196686,20081021
562457,20200504
3324,20001217
225229,20090730
562941,20201115
310061,20121225
500442,20180712
341990,20131205
310060,20121224
142979,20061208
439516,20160319
277416,20110908
225871,20090627
563272,20200625
375719,20140812
531720,20190426
592239,20210510
277477,20111020
309368,20120410
407191,20150430
309369,20120411
500688,20181117
342796,20131105
376364,20140403
592297,20210525
376296,20140125
500193,20180129
342737,20130907
342831,20131210
253428,20100929
469662,20170511
407129,20150330
142749,20060417
530663,20190307
469849,20170815
408057,20151019
27082,20011226
375540,20140513
278438,20111012
407177,20150423
277290,20110312
439032,20161209
341716,20130703
530690,20190321
252320,20100814
563208,20200422
501364,20181107
500670,20181107
196567,20080624
309380,20120416
500558,20180908
253449,20101020
196751,20081225
74690,20030112
309926,20120224
530555,20190111
531177,20191123
469609,20170407
196637,20080902
376289,20140118
531953,20191217
562430,20200427
26001,20010316
407349,20150805
225808,20090415
439624,20160705
341404,20130104
469973,20171016
143518,20060613
142678,20060201
531092,20191011
96963,20040705
469627,20170424
375445,20140326
592304,20210527
97746,20041015
97714,20040913
341895,20131001
470546,20170410
407096,20150314
50708,20020121
197296,20080701
592591,20210608
469761,20170702
375399,20140303
26971,20010903
120349,20050108
470745,20171105
253424,20100925
3094,20000501
500486,20180803
253378,20100810
500182,20180123
168597,20071211
342018,20131225
97054,20041010
3164,20000710
563233,20200517
253368,20100731
341584,20130426
225921,20090816
253182,20100113
531852,20190907
501144,20180313
500700,20181126
97084,20041109
439020,20161201
531621,20190117
469590,20170328
26243,20011210
407475,20151209
97607,20040518
196561,20080618
74760,20030401
501388,20181201
469546,20170306
500355,20180523
438644,20160522
50138,20020511
592191,20210425
120498,20050606
530634,20190220
376619,20141214
501193,20180516
406967,20150108
142689,20060216
469921,20170920
196746,20081220
119924,20051109
469508,20170215
196533,20080428
562563,20200613
143592,20060828
168456,20070702
439069,20161228
26187,20011010
225233,20090803
530935,20190725
167704,20070512
96920,20040523
97737,20041006
50743,20020225
74940,20031008
376562,20141018
563330,20200823
438869,20160916
438493,20160306
407332,20150719
500620,20181009
500555,20180906
438739,20160709
375987,20141224
197153,20080131
225928,20090823
252151,20100225
120546,20050724
50033,20020114
253283,20100427
50857,20020619
562303,20200326
225927,20090822
407400,20150925
26807,20010323
167598,20070115
592592,20210609
142801,20060608
592365,20210611
253429,20100930
501410,20181223
225305,20091014
253300,20100514
470762,20171202
120693,20051218
143581,20060817
530818,20190531
562390,20200417
97602,20040513
562596,20200624
500307,20180409
119871,20050917
196622,20080818
563266,20200619
376557,20141013
50859,20020621
341582,20130425
278288,20110511
531618,20190114
120540,20050718
253422,20100923
592499,20210227
120617,20051003
342597,20130206
3069,20000406
469894,20170906
342773,20131013
375345,20140204
3126,20000602
562544,20200608
438737,20160708
167718,20070526
562601,20200626
341730,20130710
530761,20190430
592373,20210613
196521,20080416
75005,20031212
562540,20200607
470583,20170517
26930,20010724
563077,20201226
27025,20011027
119652,20050131
375561,20140524
196479,20080305
438585,20160421
530969,20190811
26239,20011206
500674,20181109
253446,20101017
530670,20190311
253200,20100202
439075,20161231
562287,20200319
563061,20201221
3196,20000811
26117,20010724
562121,20200103
531651,20190216
438776,20160727
530774,20190507
407352,20150808
253452,20101023
196614,20080810
530836,20190605
277375,20110729
50853,20020615
407197,20150503
26732,20010107
375780,20140912
563445,20201222
277279,20110301
277392,20110815
167900,20071205
168307,20070203
197178,20080225
563253,20200606
469772,20170707
253274,20100418
407089,20150310
407439,20151103
563147,20200219
168462,20070708
252374,20101007
375338,20140131
119815,20050722
438403,20160105
530637,20190222
439460,20160123
310066,20121230
500296,20180330
167694,20070502
74729,20030220
97580,20040421
168566,20071110
341725,20130708
278218,20110112
277563,20111202
563410,20201115
470515,20170310
592177,20210421
470628,20170701
501394,20181207
470600,20170603
407101,20150316
439707,20161007
26031,20010429
500211,20180207
97616,20040527
225321,20091030
277408,20110831
341755,20130723
253461,20101101
197190,20080308
407854,20150318
592053,20210303
119945,20051130
278502,20111215
592109,20210326
470699,20170914
531100,20191015
563344,20200906
592371,20210613
562808,20200916
375711,20140808
562448,20200502
26058,20010526
252434,20101206
143548,20060713
50073,20020307
167852,20071010
562996,20201129
342589,20130129
376438,20140616
97045,20041001
3213,20000828
119653,20050201
469459,20170120
142713,20060312
562876,20201019
253409,20100910
252376,20101009
74971,20031108
50829,20020522
143370,20060116
407334,20150721
469537,20170302
119736,20050503
500583,20180921
225330,20091108
252293,20100718
439622,20160703
407831,20150223
3154,20000630
225239,20090809
341925,20131031
375730,20140818
120353,20050112
562592,20200622
530812,20190528
225094,20090307
408014,20150906
309984,20120422
277555,20111128
277258,20110208
469576,20170321
562663,20200716
168567,20071111
252424,20101126
407814,20150203
142724,20060323
341812,20130820
309448,20121121
96924,20040527
469831,20170806
438706,20160622
469926,20170922
530898,20190706
